,Critic_loss
557,2.592416524887085
558,2.4106388092041016
559,2.574889659881592
560,2.4017436504364014
561,2.4245994091033936
562,2.4809954166412354
563,2.2755768299102783
564,2.3128137588500977
565,2.437059164047241
566,2.435011148452759
567,2.5416953563690186
568,2.29498553276062
569,2.2452752590179443
570,2.322192430496216
571,2.3473498821258545
572,2.2622861862182617
573,2.3866803646087646
574,2.4107184410095215
575,2.3207108974456787
576,2.3045873641967773
577,2.4122421741485596
578,2.486316442489624
579,2.432274580001831
580,2.4163103103637695
581,2.459155559539795
582,2.339444160461426
583,2.3501665592193604
584,2.539123296737671
585,2.5318260192871094
586,2.487734317779541
587,2.231961488723755
588,2.3658480644226074
589,2.3040754795074463
590,2.4671220779418945
591,2.165907859802246
592,2.381276845932007
593,2.224195718765259
594,2.30466365814209
595,2.462756872177124
596,2.384506940841675
597,2.4687395095825195
598,2.1955883502960205
599,2.165280818939209
600,2.3885879516601562
601,2.4502601623535156
602,2.486450433731079
603,2.2700717449188232
604,2.2607860565185547
605,2.355264663696289
606,2.362788438796997
607,2.478611707687378
608,2.2585737705230713
609,2.3523566722869873
610,2.387009859085083
611,2.3187124729156494
612,2.462660074234009
613,2.399270534515381
614,2.2917258739471436
615,2.4857680797576904
616,2.3427038192749023
617,2.3732316493988037
618,2.564642906188965
619,2.5234475135803223
620,2.184004068374634
621,2.538050651550293
622,2.5143754482269287
623,2.4237899780273438
624,2.3153531551361084
625,2.3704986572265625
626,2.38805890083313
627,2.185131072998047
628,2.4871883392333984
629,2.3880271911621094
630,2.44130539894104
631,2.313102960586548
632,2.5769431591033936
633,2.4512693881988525
634,2.3718414306640625
635,2.457467555999756
636,2.419619083404541
637,2.5778870582580566
638,2.3229494094848633
639,2.3074214458465576
640,2.2539432048797607
641,2.3934929370880127
642,2.2957260608673096
643,2.445444345474243
644,2.4201760292053223
645,2.342071294784546
646,2.2621519565582275
647,2.4126508235931396
648,2.6152265071868896
649,2.580765962600708
650,2.3705217838287354
651,2.409449338912964
652,2.4463179111480713
653,2.2714366912841797
654,2.448901653289795
655,2.3799166679382324
656,2.42631196975708
657,2.578687906265259
658,2.5903546810150146
659,2.4499051570892334
660,2.5762529373168945
661,2.3470218181610107
662,2.469974994659424
663,2.2001023292541504
664,2.237963914871216
665,2.4293549060821533
666,2.383200168609619
667,2.4197773933410645
668,2.291198968887329
669,2.33797287940979
670,2.468343496322632
671,2.4501469135284424
672,2.3313214778900146
673,2.2783925533294678
674,2.572591543197632
675,2.4069042205810547
676,2.488442897796631
677,2.401453733444214
678,2.4374406337738037
679,2.433248996734619
680,2.546201467514038
681,2.494034767150879
682,2.4722836017608643
683,2.3278207778930664
684,2.365419387817383
685,2.470262050628662
686,2.3473801612854004
687,2.4496264457702637
688,2.4790024757385254
689,2.361865997314453
690,2.364895820617676
691,2.395918130874634
692,2.3654940128326416
693,2.5283870697021484
694,2.5412676334381104
695,2.2891764640808105
696,2.2038862705230713
697,2.300736904144287
698,2.4656739234924316
699,2.415421485900879
700,2.381887674331665
701,2.3648338317871094
702,2.2625114917755127
703,2.2571401596069336
704,2.468714714050293
705,2.4602560997009277
706,2.440608263015747
707,2.497023582458496
708,2.462230920791626
709,2.4311869144439697
710,2.4841761589050293
711,2.3119161128997803
712,2.336618185043335
713,2.3536651134490967
714,2.378983736038208
715,2.230409622192383
716,2.3993308544158936
717,2.433659315109253
718,2.3321902751922607
719,2.4146018028259277
720,2.456148624420166
721,2.5667316913604736
722,2.46803617477417
723,2.4449687004089355
724,2.357758045196533
725,2.447950839996338
726,2.4731285572052
727,2.3605587482452393
728,2.3576221466064453
729,2.2366702556610107
730,2.4142773151397705
731,2.4371044635772705
732,2.2441816329956055
733,2.4302992820739746
734,2.431267023086548
735,2.4644899368286133
736,2.301624298095703
737,2.4292166233062744
738,2.3588926792144775
739,2.256786823272705
740,2.6072144508361816
741,2.2451515197753906
742,2.3462493419647217
743,2.396089792251587
744,2.4307000637054443
745,2.4326179027557373
746,2.338326930999756
747,2.382448673248291
748,2.380741834640503
749,2.297931432723999
750,2.271601915359497
751,2.460808038711548
752,2.4327690601348877
753,2.4442007541656494
754,2.3147056102752686
755,2.3571360111236572
756,2.333498239517212
757,2.4442901611328125
758,2.458904266357422
759,2.4887168407440186
760,2.2767107486724854
761,2.3257358074188232
762,2.4616897106170654
763,2.3858253955841064
764,2.537001132965088
765,2.322453737258911
766,2.377086877822876
767,2.3658463954925537
768,2.4301564693450928
769,2.463841438293457
770,2.3357040882110596
771,2.4195494651794434
772,2.4507524967193604
773,2.355192184448242
774,2.3305609226226807
775,2.468599796295166
776,2.3024420738220215
777,2.400843381881714
778,2.4309651851654053
779,2.4828641414642334
780,2.319430351257324
781,2.3236443996429443
782,2.361891269683838
783,2.3218297958374023
784,2.3654656410217285
785,2.4975218772888184
786,2.454289436340332
787,2.193767547607422
788,2.383512258529663
789,2.34234356880188
790,2.3307859897613525
791,2.493373394012451
792,2.402785301208496
793,2.463906764984131
794,2.316382646560669
795,2.3490514755249023
796,2.276183843612671
797,2.33868408203125
798,2.371934175491333
799,2.309392213821411
800,2.463959217071533
801,2.3075523376464844
802,2.395167350769043
803,2.461411476135254
804,2.3629133701324463
805,2.369205951690674
806,2.3797943592071533
807,2.371447801589966
808,2.4994189739227295
809,2.427903652191162
810,2.3986222743988037
811,2.3395087718963623
812,2.3994040489196777
813,2.288449764251709
814,2.313410520553589
815,2.592547655105591
816,2.4535341262817383
817,2.300401449203491
818,2.384350538253784
819,2.4473917484283447
820,2.336613893508911
821,2.261470079421997
822,2.3881471157073975
823,2.386108636856079
824,2.4410183429718018
825,2.374849796295166
826,2.3570516109466553
827,2.422609329223633
828,2.5103399753570557
829,2.4304888248443604
830,2.346280336380005
831,2.3970396518707275
832,2.439654588699341
833,2.405210256576538
834,2.3305554389953613
835,2.456145763397217
836,2.356415271759033
837,2.4189836978912354
838,2.2928078174591064
839,2.3604607582092285
840,2.412447452545166
841,2.5804805755615234
842,2.4682533740997314
843,2.4027726650238037
844,2.27205753326416
845,2.36350679397583
846,2.44160795211792
847,2.407148838043213
848,2.3990976810455322
849,2.382209062576294
850,2.343867301940918
851,2.409329891204834
852,2.468064308166504
853,2.45467472076416
854,2.4531471729278564
855,2.3726284503936768
856,2.3569016456604004
857,2.3823978900909424
858,2.4634573459625244
859,2.412358045578003
860,2.4292187690734863
861,2.343609571456909
862,2.2919061183929443
863,2.316450357437134
864,2.377401113510132
865,2.4817922115325928
866,2.370579242706299
867,2.2773499488830566
868,2.5044212341308594
869,2.39465069770813
870,2.3399901390075684
871,2.395099639892578
872,2.2948896884918213
873,2.490617513656616
874,2.4074137210845947
875,2.341463804244995
876,2.314744710922241
877,2.444573402404785
878,2.3677661418914795
879,2.4624722003936768
880,2.4340410232543945
881,2.209615468978882
882,2.4645843505859375
883,2.2862961292266846
884,2.337588310241699
885,2.2340195178985596
886,2.411076784133911
887,2.39215350151062
888,2.3531267642974854
889,2.269484043121338
890,2.2954518795013428
891,2.273099422454834
892,2.3286232948303223
893,2.3560256958007812
894,2.409224271774292
895,2.4068284034729004
896,2.268939733505249
897,2.3508174419403076
898,2.3710720539093018
899,2.34769606590271
900,2.3253581523895264
901,2.3075666427612305
902,2.4185397624969482
903,2.4367902278900146
904,2.4098660945892334
905,2.4631094932556152
906,2.410672903060913
907,2.392566442489624
908,2.465599298477173
909,2.3413755893707275
910,2.5902068614959717
911,2.379901170730591
912,2.3491718769073486
913,2.339395761489868
914,2.3884732723236084
915,2.239462375640869
916,2.322252035140991
917,2.3636980056762695
918,2.481877088546753
919,2.3896825313568115
920,2.336186170578003
921,2.3875572681427
922,2.4383177757263184
923,2.378392219543457
924,2.3908653259277344
925,2.4140384197235107
926,2.3004984855651855
927,2.3976547718048096
928,2.4132778644561768
929,2.4466938972473145
930,2.390045404434204
931,2.3219993114471436
932,2.3082692623138428
933,2.3709075450897217
934,2.3698949813842773
935,2.4223363399505615
936,2.3204092979431152
937,2.3289525508880615
938,2.3722012042999268
939,2.457085371017456
940,2.330512285232544
941,2.3335816860198975
942,2.416095495223999
943,2.466374635696411
944,2.3279976844787598
945,2.412029504776001
946,2.330416679382324
947,2.4809277057647705
948,2.2739527225494385
949,2.3386528491973877
950,2.2318167686462402
951,2.3567333221435547
952,2.3604629039764404
953,2.29240083694458
954,2.390476703643799
955,2.428539752960205
956,2.419168710708618
957,2.3250691890716553
958,2.3492727279663086
959,2.4870872497558594
960,2.302449941635132
961,2.393902063369751
962,2.405745267868042
963,2.3309085369110107
964,2.4178287982940674
965,2.3833847045898438
966,2.399749994277954
967,2.3832952976226807
968,2.290942907333374
969,2.3271710872650146
970,2.253882646560669
971,2.4322669506073
972,2.2459661960601807
973,2.4306795597076416
974,2.440810441970825
975,2.2780282497406006
976,2.453864097595215
977,2.453368663787842
978,2.4155056476593018
979,2.344933271408081
980,2.3798959255218506
981,2.405949831008911
982,2.2914998531341553
983,2.362492561340332
984,2.4505035877227783
985,2.436950922012329
986,2.3497045040130615
987,2.282949686050415
988,2.4323019981384277
989,2.3928048610687256
990,2.2770936489105225
991,2.418877124786377
992,2.319347620010376
993,2.423394203186035
994,2.397278308868408
995,2.3949878215789795
996,2.4669198989868164
997,2.388533353805542
998,2.3907883167266846
999,2.33355975151062
