,acc,loss
0,0.16571428571428556,2.1506261366961668
1,0.5107641196013288,2.036107916739569
2,0.6030094130675528,1.8575563857821387
3,0.6772570598006644,1.6726608524583182
4,0.6941866002214839,1.5157292271512215
5,0.7284888335179032,1.3908068961639846
6,0.7529904287296312,1.2907638614403656
7,0.7713666251384271,1.208199683589001
8,0.7870142358954042,1.1385524134501486
9,0.7979128123058639,1.0798942285129765
10,0.8071934657326033,1.0294503742719463
11,0.8142328991437752,0.9855635600046274
12,0.8208303684404078,0.9471130945345487
13,0.8287174849803786,0.9127105679247289
14,0.8334696526483533,0.8817406421408057
15,0.8399889104689424,0.8538884785321745
16,0.8484209353433184,0.8287972468582004
17,0.8547586611575784,0.8057483460431343
18,0.8554950474124426,0.7845024016224053
19,0.8604345807561062,0.7649301665502029
20,0.8653489513694519,0.7464576362939465
21,0.8686481369655112,0.7296988904952711
22,0.8713699570974455,0.7138800915969364
23,0.8719676374564805,0.6994513862838326
24,0.8770889319582212,0.6856007788201133
25,0.879821978734757,0.6727376632024096
26,0.8842730165593956,0.660497840421503
27,0.8884061231108458,0.6492284718825355
28,0.8904661929397183,0.6384129992495827
29,0.8923395420639498,0.6281508787457206
30,0.8944683740403816,0.6184224636449808
31,0.8962037373516197,0.6091361045098663
32,0.8975752427238175,0.6004116674399461
33,0.8994847944084111,0.5919311182147765
34,0.8997592548279111,0.5837748442472154
35,0.9011033907534731,0.5762223447076538
36,0.902374870683059,0.568927811746906
37,0.9049439530335048,0.5618296173478242
38,0.9057787234685432,0.5549981605163474
39,0.9077056839532581,0.5486818574084922
40,0.9086263878923139,0.5425224532897691
41,0.9098495691329731,0.5363308281726953
42,0.9102547588571535,0.5304161929262782
43,0.9116126052467636,0.5248940745025755
44,0.9131534891513329,0.5194449259033356
45,0.9149327611263038,0.5141838849137976
46,0.915862291520535,0.5090121552730622
47,0.9167005263008492,0.5040561138685419
48,0.9174209237232808,0.4993256703951483
49,0.9190725052488152,0.49476484187450515
50,0.9205612796557011,0.49023180180513587
51,0.921582874480136,0.48587719110066846
52,0.9230624428861711,0.481765066524065
53,0.9244872124623532,0.4777040381196275
54,0.925860172235765,0.47373599754847
55,0.9264400501125072,0.4698769654986054
56,0.9273964067939084,0.46615309486539147
57,0.9278435951825192,0.4624486387130185
58,0.9285581105184088,0.4588740931448822
59,0.9297488086764353,0.4553708340789527
60,0.9306743511006202,0.451881395776721
61,0.9314852870659712,0.4485696161410153
62,0.9320286045048334,0.44532562487219046
63,0.9325518644559971,0.44216880062452046
64,0.9329164511566741,0.4390161904816064
65,0.9335692321997547,0.4360514779878878
66,0.9340632237589624,0.4331763447368503
67,0.9350328822330953,0.4302571443453434
68,0.935593046411258,0.42744314599119887
69,0.9358881457482399,0.4245792083762515
70,0.9367911296109408,0.421948655935859
71,0.9371481972552336,0.4192984346016392
72,0.9380091808544769,0.41684221030673974
73,0.9371577054375245,0.4143480783442537
74,0.9379956026983575,0.41178321400448226
75,0.9388114500312739,0.40938131074042516
76,0.9392597861780538,0.4069785682029803
77,0.9400385068680788,0.4046903675718202
78,0.940375572181985,0.40238517023589115
79,0.9407319886408212,0.40015380520994953
80,0.9410796046932665,0.39792033278056127
81,0.9413916420344055,0.3956910853332608
82,0.9417270532054459,0.3936089599581318
83,0.9419743501910954,0.3915546748620346
84,0.9426570048947296,0.38950602837212567
85,0.9433237839075815,0.38756513461279946
86,0.9435827479837771,0.38562010078632436
87,0.9440074029038747,0.38371276364416834
88,0.9440747354555167,0.38182202527448644
89,0.9446194989312983,0.3798442504403603
90,0.9448159879540313,0.37793388615721696
91,0.9450679880849657,0.3761223888617652
92,0.9452059101146124,0.374416806547572
93,0.9455228685176484,0.3726762359680437
94,0.9460963120069363,0.37096352462337845
95,0.9464624962568641,0.3692571128236449
96,0.9468211303160717,0.3676311879766874
97,0.9470614286839728,0.3659653521212273
98,0.9473941415255489,0.36432988657494786
99,0.9476702001102933,0.36272970353551387
100,0.9481883169408845,0.361148473023483
101,0.9483825491277386,0.359558287265462
